"","cut.values","TP","FP","predict.time","Survival","AUC"
"3914",52.1546689655596,0.175880903470009,0.0434597538126098,180,0.91706204865739,0.765136711167829
"3915",52.310947644725,0.175131033671354,0.0432659617095582,180,0.91706204865739,0.765136711167829
"3916",52.3467338289805,0.174397692883692,0.0430706188859393,180,0.91706204865739,0.765136711167829
"3917",52.4420142834939,0.173754347814735,0.0428668328341066,180,0.91706204865739,0.765136711167829
"3918",52.6450868867306,0.173254111184587,0.0426496206190569,180,0.91706204865739,0.765136711167829
"3919",52.7423631411738,0.172749227395215,0.0424328443917011,180,0.91706204865739,0.765136711167829
"3920",52.7687682252425,0.172244343605844,0.0422160681643453,180,0.91706204865739,0.765136711167829
"3921",52.7747154672319,0.171739459816472,0.0419992919369896,180,0.91706204865739,0.765136711167829
"3922",52.86564838028,0.171259793100337,0.0417801498914895,180,0.91706204865739,0.765136711167829
"3923",52.9553811666798,0.170707132066361,0.0415678560349112,180,0.91706204865739,0.765136711167829
"3924",52.9753799772267,0.170167790847626,0.0413543125384449,180,0.91706204865739,0.765136711167829
"3925",52.9800657196475,0.16962844962889,0.0411407690419786,180,0.91706204865739,0.765136711167829
"3926",52.9980547860327,0.169089108410155,0.0409272255455123,180,0.91706204865739,0.765136711167829
"3927",53.1171933214711,0.168562455889069,0.0407124916194175,180,0.91706204865739,0.765136711167829
"3928",53.1341747627938,0.168035803367983,0.0404977576933226,180,0.91706204865739,0.765136711167829
"3929",53.1443414627119,0.167509150846897,0.0402830237672278,180,0.91706204865739,0.765136711167829
"3930",53.149508476497,0.16698249832581,0.040068289841133,180,0.91706204865739,0.765136711167829
"3931",53.2242652906495,0.166479502282434,0.0398513365090163,180,0.91706204865739,0.765136711167829
"3932",53.2833293540683,0.166098520916997,0.0396229359904545,180,0.91706204865739,0.765136711167829
"3933",53.4039543772822,0.165656175903873,0.0394002924933256,180,0.91706204865739,0.765136711167829
"3934",53.4237061949843,0.165232969129093,0.0391758534828515,180,0.91706204865739,0.765136711167829
"3935",53.4536404078029,0.164809762354313,0.0389514144723774,180,0.91706204865739,0.765136711167829
"3936",53.5019755988084,0.164386555579533,0.0387269754619032,180,0.91706204865739,0.765136711167829
"3937",53.5495560913652,0.163944210566409,0.0385043319647743,180,0.91706204865739,0.765136711167829
"3938",53.6051088152306,0.163473158229383,0.0382843817345097,180,0.91706204865739,0.765136711167829
"3939",53.634007181284,0.163002105892356,0.038064431504245,180,0.91706204865739,0.765136711167829
"3940",53.6349704485676,0.16253105355533,0.0378444812739804,180,0.91706204865739,0.765136711167829
"3941",53.7061032224106,0.162060001218303,0.0376245310437158,180,0.91706204865739,0.765136711167829
"3942",53.7497132690091,0.161578807619162,0.0374055322474932,180,0.91706204865739,0.765136711167829
"3943",53.7555349655778,0.16109761402002,0.0371865334512707,180,0.91706204865739,0.765136711167829
"3944",53.7955391302585,0.160626561682994,0.036966583221006,180,0.91706204865739,0.765136711167829
"3945",53.8021592599371,0.160155509345967,0.0367466329907413,180,0.91706204865739,0.765136711167829
"3946",53.8218876658735,0.159677655192196,0.0365273208940665,180,0.91706204865739,0.765136711167829
"3947",53.8570272935557,0.15920806904188,0.0363072331089362,180,0.91706204865739,0.765136711167829
"3948",53.8856206554418,0.158738482891564,0.0360871453238059,180,0.91706204865739,0.765136711167829
"3949",53.9578818982724,0.15827855095438,0.0358661517986485,180,0.91706204865739,0.765136711167829
"3950",54.2695648321352,0.157732701416996,0.0356532189003355,180,0.91706204865739,0.765136711167829
"3951",54.2981380648917,0.157186851879612,0.0354402860020223,180,0.91706204865739,0.765136711167829
"3952",54.3371126100777,0.15658696340533,0.0352324229346215,180,0.91706204865739,0.765136711167829
"3953",54.3862334103855,0.155945902914111,0.0350284225480239,180,0.91706204865739,0.765136711167829
"3954",54.4801421824697,0.155304842422892,0.0348244221614263,180,0.91706204865739,0.765136711167829
"3955",54.5845212500318,0.154753081135293,0.0346120438923436,180,0.91706204865739,0.765136711167829
"3956",54.5877558496333,0.154201319847694,0.034399665623261,180,0.91706204865739,0.765136711167829
"3957",54.6005494688123,0.153635624532213,0.0341885946183353,180,0.91706204865739,0.765136711167829
"3958",54.6537951785975,0.153055267877325,0.0339788991125591,180,0.91706204865739,0.765136711167829
"3959",54.7590697568451,0.152474911222438,0.0337692036067828,180,0.91706204865739,0.765136711167829
"3960",54.774121462508,0.151953635771194,0.0335539652141594,180,0.91706204865739,0.765136711167829
